1024 docs 483605 occs 28841 new unique
2048 docs 958651 occs 10938 new unique
3072 docs 1428801 occs 8470 new unique
4096 docs 1920543 occs 7080 new unique
5120 docs 2404645 occs 5797 new unique
6144 docs 2889561 occs 5720 new unique
7168 docs 3367082 occs 4779 new unique
8192 docs 3829431 occs 4075 new unique
9216 docs 4314303 occs 4320 new unique
10240 docs 4797374 occs 3587 new unique
11264 docs 5274993 occs 3983 new unique
12288 docs 5747616 occs 3669 new unique
13312 docs 6244430 occs 3508 new unique
14336 docs 6741600 occs 3567 new unique
15360 docs 7227036 occs 3248 new unique
16384 docs 7714746 occs 2875 new unique
17408 docs 8199846 occs 3176 new unique
18432 docs 8704806 occs 2853 new unique
19456 docs 9196620 occs 2987 new unique
20480 docs 9667833 occs 3011 new unique
21504 docs 10162354 occs 3287 new unique
22528 docs 10644487 occs 2648 new unique
23552 docs 11125735 occs 2676 new unique
24576 docs 11617389 occs 2505 new unique
25600 docs 12115221 occs 2485 new unique
26624 docs 12598123 occs 2446 new unique
27648 docs 13096452 occs 2221 new unique
28672 docs 13580998 occs 2364 new unique
29696 docs 14057768 occs 2076 new unique
30720 docs 14536301 occs 2162 new unique
31744 docs 15020521 occs 2201 new unique
32768 docs 15508233 occs 1944 new unique
33792 docs 15981809 occs 2248 new unique
34816 docs 16456626 occs 2038 new unique
35840 docs 16961196 occs 2454 new unique
36864 docs 17471537 occs 2714 new unique
37888 docs 17959493 occs 1957 new unique
38912 docs 18444318 occs 2154 new unique
39936 docs 18944923 occs 2199 new unique
40960 docs 19407462 occs 1857 new unique
41984 docs 19902559 occs 2069 new unique
43008 docs 20380634 occs 1964 new unique
44032 docs 20864322 occs 1946 new unique
45056 docs 21358037 occs 2038 new unique
46080 docs 21865221 occs 1965 new unique
47104 docs 22346377 occs 1789 new unique
48128 docs 22833521 occs 1918 new unique
49152 docs 23318869 occs 1625 new unique
50176 docs 23810905 occs 1816 new unique
51200 docs 24300235 occs 1699 new unique
52224 docs 24753495 occs 1718 new unique
53248 docs 25237927 occs 1788 new unique
54272 docs 25718951 occs 2039 new unique
55296 docs 26188946 occs 1663 new unique
56320 docs 26678162 occs 1795 new unique
57344 docs 27142245 occs 1739 new unique
58368 docs 27629965 occs 1699 new unique
59392 docs 28100582 occs 1628 new unique
60416 docs 28579610 occs 1551 new unique
61440 docs 29076719 occs 1664 new unique
62464 docs 29566930 occs 1573 new unique
63488 docs 30047797 occs 1490 new unique
64512 docs 30524794 occs 1618 new unique
65536 docs 31011937 occs 1467 new unique
66560 docs 31480686 occs 1722 new unique
67584 docs 31971286 occs 1748 new unique
68608 docs 32432987 occs 1459 new unique
69632 docs 32917308 occs 1680 new unique
70656 docs 33407776 occs 1550 new unique
71680 docs 33888459 occs 1392 new unique
72704 docs 34382318 occs 1687 new unique
73728 docs 34840946 occs 1445 new unique
74752 docs 35333588 occs 1510 new unique
75776 docs 35830082 occs 1649 new unique
76800 docs 36311172 occs 1474 new unique
77824 docs 36772529 occs 1582 new unique
78848 docs 37266331 occs 1430 new unique
79872 docs 37766771 occs 1573 new unique
80896 docs 38286981 occs 1814 new unique
81920 docs 38788138 occs 1414 new unique
82944 docs 39305171 occs 1592 new unique
83968 docs 39815760 occs 1568 new unique
84992 docs 40183402 occs 1887 new unique
86016 docs 40296485 occs 2634 new unique
87040 docs 40429043 occs 3161 new unique
88064 docs 40553540 occs 1965 new unique
89088 docs 40679773 occs 1512 new unique
90112 docs 40786850 occs 1763 new unique
91136 docs 40922175 occs 1803 new unique
92160 docs 41036043 occs 1514 new unique
93184 docs 41166220 occs 1922 new unique
94208 docs 41259546 occs 1629 new unique
95232 docs 41372150 occs 1289 new unique
96256 docs 41486958 occs 957 new unique
97280 docs 41607781 occs 1268 new unique
98304 docs 41727659 occs 1117 new unique
99328 docs 41847849 occs 1707 new unique
100352 docs 41967757 occs 1258 new unique
101376 docs 42093376 occs 1008 new unique
102400 docs 42219084 occs 1220 new unique
103424 docs 42321073 occs 1195 new unique
104448 docs 42442571 occs 871 new unique
105472 docs 42546968 occs 721 new unique
106496 docs 42667147 occs 1244 new unique
107520 docs 42780969 occs 785 new unique
108544 docs 42907061 occs 834 new unique
109568 docs 43018575 occs 1050 new unique
110592 docs 43137862 occs 1030 new unique
111616 docs 43264846 occs 1095 new unique
112640 docs 43383550 occs 1150 new unique
113664 docs 43491071 occs 712 new unique
114688 docs 43604950 occs 813 new unique
115712 docs 43726442 occs 720 new unique
116736 docs 43840493 occs 785 new unique
117760 docs 43954778 occs 1011 new unique
118784 docs 44079145 occs 987 new unique
119808 docs 44208168 occs 653 new unique
120832 docs 44344623 occs 965 new unique
121856 docs 44494007 occs 1085 new unique
122880 docs 44632328 occs 935 new unique
123904 docs 44756916 occs 704 new unique
124928 docs 44867760 occs 857 new unique
125952 docs 44988759 occs 757 new unique
126976 docs 45097586 occs 958 new unique
128000 docs 45245207 occs 1269 new unique
129024 docs 45391270 occs 864 new unique
130048 docs 45522735 occs 737 new unique
131072 docs 45635244 occs 695 new unique
132096 docs 45753274 occs 628 new unique
133120 docs 45893493 occs 1015 new unique
134144 docs 46019879 occs 647 new unique
135168 docs 46129215 occs 691 new unique
136192 docs 46255216 occs 817 new unique
137216 docs 46390008 occs 993 new unique
138240 docs 46537202 occs 941 new unique
139264 docs 46665256 occs 1087 new unique
140288 docs 46786838 occs 696 new unique
141312 docs 46908243 occs 608 new unique
142336 docs 47042219 occs 773 new unique
143360 docs 47172599 occs 889 new unique
144384 docs 47296235 occs 531 new unique
145408 docs 47406225 occs 871 new unique
146432 docs 47517810 occs 575 new unique
147456 docs 47636597 occs 787 new unique
148480 docs 47745239 occs 647 new unique
149504 docs 47877030 occs 950 new unique
150528 docs 48000639 occs 663 new unique
151552 docs 48134923 occs 871 new unique
152576 docs 48253771 occs 562 new unique
153600 docs 48373127 occs 804 new unique
154624 docs 48496743 occs 521 new unique
155648 docs 48636161 occs 701 new unique
156672 docs 48743862 occs 711 new unique
157696 docs 48871154 occs 662 new unique
158720 docs 49017833 occs 887 new unique
159744 docs 49136590 occs 483 new unique
160768 docs 49272270 occs 806 new unique
161792 docs 49408671 occs 683 new unique
162816 docs 49544169 occs 730 new unique
163840 docs 49673059 occs 460 new unique
164864 docs 49803384 occs 570 new unique
165888 docs 49936107 occs 687 new unique
166912 docs 50073728 occs 713 new unique
167936 docs 50221993 occs 650 new unique
168960 docs 50350776 occs 748 new unique
169984 docs 50476103 occs 624 new unique
171008 docs 50605371 occs 861 new unique
172032 docs 50743572 occs 715 new unique
173056 docs 50863371 occs 637 new unique
174080 docs 50992977 occs 616 new unique
175104 docs 51124355 occs 785 new unique
176128 docs 51252018 occs 521 new unique
177152 docs 51388521 occs 615 new unique
178176 docs 51529292 occs 883 new unique
179200 docs 51648964 occs 537 new unique
180224 docs 51773571 occs 572 new unique
181248 docs 51911407 occs 541 new unique
182272 docs 52029273 occs 414 new unique
183296 docs 52155824 occs 657 new unique
184320 docs 52307917 occs 566 new unique
185344 docs 52434910 occs 505 new unique
186368 docs 52565856 occs 522 new unique
187392 docs 52697008 occs 837 new unique
188416 docs 52827845 occs 729 new unique
189440 docs 52945670 occs 586 new unique
190464 docs 53065631 occs 513 new unique
191488 docs 53199900 occs 582 new unique
192512 docs 53311070 occs 552 new unique
193536 docs 53406963 occs 949 new unique
194560 docs 53522540 occs 449 new unique
195584 docs 53673146 occs 599 new unique
196608 docs 53814745 occs 763 new unique
197632 docs 53932135 occs 361 new unique
